sense,n_sense,n_lemma,chance,purity_k5,excess_k5,purity_k10,excess_k10,purity_k20,excess_k20,purity_k50,excess_k50,step,layer,word,pos,n,n_conf,share,log_share
lone.s.03,199,399,0.49748743718592964,0.7587939698492462,0.52,0.7326633165829146,0.46800000000000014,0.6932160804020101,0.3895000000000002,0.6309547738693467,0.26560000000000006,100000,8,only,a,6752,249,0.1081236888881771,-0.9660791457660396
entirely.r.02,200,400,0.49874686716791977,0.778,0.5571100000000001,0.74,0.48130000000000006,0.71675,0.43491625000000006,0.6831,0.3677845000000002,100000,8,only,r,29234,10521,0.3071572665377826,-0.5126392059510204
merely.r.01,200,400,0.49874686716791977,0.738,0.47731000000000007,0.7155,0.43242250000000015,0.69275,0.38703625,0.6814,0.3643930000000001,100000,8,only,r,64828,45438,0.6811381020425318,-0.1667648251292421
decree.n.01,200,2200,0.0904956798544793,0.88,0.86806,0.8745,0.8620127500000001,0.863,0.8493685,0.8549,0.84046255,100000,8,order,n,18404,15527,0.1962360718665031,-0.707221158155606
order.n.01,200,2200,0.0904956798544793,0.764,0.740518,0.7475,0.72237625,0.71575,0.6874671250000001,0.6794,0.6475003,100000,8,order,n,4192,1493,0.0446979794210161,-1.3497121087726947
order.n.02,200,2200,0.0904956798544793,0.889,0.8779555,0.894,0.883453,0.8865,0.8752067499999999,0.8596,0.8456302,100000,8,order,n,10121,8670,0.10791704430346,-0.9669099578902286
order.n.03,200,2200,0.0904956798544793,0.83,0.813085,0.8335,0.81693325,0.83425,0.8177578750000001,0.832,0.815284,100000,8,order,n,2469,680,0.0263261715626166,-1.5796122928164325
order.n.07,200,2200,0.0904956798544793,0.778,0.755911,0.7655,0.74216725,0.70575,0.676472125,0.6153,0.57702235,100000,8,order,n,3974,1346,0.0423735138881484,-1.3729055199745683
order.n.11,200,2200,0.0904956798544793,0.879,0.8669605,0.8665,0.8532167500000001,0.8515,0.8367242500000001,0.8221,0.8043989500000001,100000,8,order,n,460,302,0.0049048355280695,-2.3093755510667924
order.n.12,200,2200,0.0904956798544793,0.921,0.9131395000000001,0.9135,0.90489325,0.91,0.901045,0.8947,0.8842226500000001,100000,8,order,n,283,267,0.0030175401183558,-2.520346947224076
order.n.13,200,2200,0.0904956798544793,0.586,0.5448069999999999,0.5355,0.4892822499999999,0.46675,0.41369162499999995,0.4211,0.36349944999999995,100000,8,order,n,20957,1057,0.223457909047289,-0.6508042693553449
order.n.15,200,2200,0.0904956798544793,0.792,0.7713040000000001,0.774,0.751513,0.746,0.720727,0.6856,0.6543172,100000,8,order,n,11510,513,0.1227275150610438,-0.9110580591185728
ordering.n.01,200,2200,0.0904956798544793,0.837,0.8207814999999999,0.826,0.8086869999999999,0.8105,0.79164475,0.7844,0.7629478,100000,8,order,n,17000,10765,0.1812656608199605,-0.7416844613700906
orderliness.n.02,200,2200,0.0904956798544793,0.833,0.8163834999999999,0.8135,0.79494325,0.799,0.7790005000000001,0.7432,0.7176484,100000,8,order,n,3904,360,0.0416271258730074,-1.3806235737537103
order.v.01,200,600,0.332220367278798,0.893,0.8397675,0.8835,0.8255412499999999,0.88225,0.8236693749999999,0.8655,0.79858625,100000,8,order,v,14141,6164,0.4736560040194272,-0.3245369532474641
order.v.02,200,600,0.332220367278798,0.793,0.6900175000000001,0.7755,0.66381125,0.755,0.6331125,0.7224,0.5842940000000001,100000,8,order,v,8030,6936,0.2689666722492045,-0.5703015302391177
order.v.06,200,600,0.332220367278798,0.89,0.835275,0.8865,0.8300337499999999,0.8775,0.8165562499999999,0.8571,0.7860072499999999,100000,8,order,v,3469,1376,0.1161949422207335,-0.9348127756757391
other.a.01,200,400,0.49874686716791977,0.963,0.926185,0.9545,0.9092275000000002,0.9265,0.8533675000000001,0.8957,0.7919215000000002,100000,8,other,a,95549,95245,0.996526981080912,-0.0015109382320084635
other.s.02,200,400,0.49874686716791977,0.98,0.9601000000000001,0.982,0.9640900000000001,0.98025,0.9605987500000001,0.9599,0.9200005000000001,100000,8,other,a,300,281,0.0031288458730522,-2.5046158296730976
away.r.02,200,400,0.49874686716791977,0.928,0.8563600000000002,0.924,0.8483800000000001,0.90975,0.81995125,0.8679,0.7364605000000001,100000,8,out,r,17733,5032,0.6138960049851139,-0.21190519284313572
out.r.01,200,400,0.49874686716791977,0.91,0.8204500000000001,0.9025,0.8054875,0.899,0.7985050000000001,0.8748,0.7502260000000002,100000,8,out,r,6298,1455,0.218029495257218,-0.6614847506111605
over.r.01,200,400,0.49874686716791977,0.887,0.7745650000000002,0.8625,0.7256875000000002,0.85125,0.70324375,0.8476,0.6959620000000001,100000,8,over,r,3676,2168,0.1918980998120693,-0.7169293256564966
over.r.03,200,400,0.49874686716791977,0.898,0.7965100000000002,0.89,0.7805500000000001,0.87625,0.7531187500000001,0.8544,0.7095280000000002,100000,8,over,r,9796,6779,0.5113802463979954,-0.2912560519178936
character.n.04,200,1600,0.12445278298936835,0.796,0.7670028571428572,0.8,0.7715714285714286,0.7865,0.7561525,0.7712,0.7386777142857143,100000,8,part,n,602,498,0.0063357083469273,-2.1982048229329916
function.n.03,200,1600,0.12445278298936835,0.988,0.9862942857142857,0.9715,0.9674489285714286,0.96125,0.9557419642857143,0.9571,0.9510020714285714,100000,8,part,n,3231,923,0.0340044413105023,-1.468464356173166
part.n.01,200,1600,0.12445278298936835,0.778,0.7464442857142858,0.762,0.72817,0.7545,0.7196039285714285,0.7249,0.6857965,100000,8,part,n,65403,51067,0.6883294568340402,-0.16220364455822478
part.n.02,200,1600,0.12445278298936835,0.772,0.7395914285714286,0.7695,0.7367360714285713,0.75625,0.7216026785714286,0.6993,0.6565576428571429,100000,8,part,n,14382,10010,0.1513623877832388,-0.8199820297735123
part.n.03,200,1600,0.12445278298936835,0.648,0.5979657142857143,0.6175,0.5631303571428572,0.5925,0.5345767857142858,0.5493,0.4852362142857143,100000,8,part,n,2491,661,0.0262163612827178,-1.5814275866543037
part.n.04,200,1600,0.12445278298936835,0.992,0.9908628571428572,0.9865,0.9845810714285714,0.987,0.9851521428571428,0.9885,0.9868653571428572,100000,8,part,n,3148,2402,0.033130913415494,-1.4797665905037838
part.n.11,200,1600,0.12445278298936835,0.833,0.8092621428571428,0.816,0.7898457142857143,0.80025,0.7718569642857143,0.7615,0.7275989285714285,100000,8,part,n,320,232,0.0033678183903932,-2.4726513358709163
region.n.01,200,1600,0.12445278298936835,0.867,0.848095,0.847,0.8252521428571429,0.83775,0.8146873214285715,0.7962,0.7672312857142858,100000,8,part,n,4410,2182,0.0464127471926076,-1.3333627247229716
restitution.n.03,200,1200,0.16597164303586323,0.726,0.671474,0.696,0.635504,0.65675,0.58844325,0.5381,0.4461819,100000,8,return,n,48134,29815,0.7475848787003386,-0.12633949162094443
return.n.02,200,1200,0.16597164303586323,0.911,0.893289,0.91,0.89209,0.906,0.887294,0.9052,0.8863348,100000,8,return,n,1768,720,0.0274593855807163,-1.5613091845752214
return.n.05,200,1200,0.16597164303586323,0.79,0.74821,0.7605,0.7128395,0.75075,0.7011492500000001,0.714,0.657086,100000,8,return,n,7988,997,0.1240642375671729,-0.906353389053611
return.n.06,200,1200,0.16597164303586323,0.917,0.900483,0.9125,0.8950874999999999,0.9085,0.8902915,0.9034,0.8841766,100000,8,return,n,2026,1610,0.031466467865685,-1.5021520042280152
return.n.12,200,1200,0.16597164303586323,0.889,0.866911,0.8795,0.8555204999999999,0.8755,0.8507244999999999,0.8724,0.8470076,100000,8,return,n,359,276,0.0055757462802472,-2.253696996673961
tax_return.n.01,200,1200,0.16597164303586323,0.934,0.9208660000000001,0.9305,0.9166695,0.925,0.9100750000000001,0.9209,0.9051591000000001,100000,8,return,n,2400,2282,0.0372751840462212,-1.4285802035406698
render.v.07,200,800,0.2490613266583229,0.811,0.7483150000000001,0.797,0.7296716666666667,0.77425,0.69937625,0.7252,0.6340579999999999,100000,8,return,v,17676,7118,0.2688733058517515,-0.5704523130491257
return.v.01,200,800,0.2490613266583229,0.766,0.6883900000000001,0.754,0.67241,0.73625,0.6487729166666666,0.7089,0.6123518333333333,100000,8,return,v,13485,10245,0.2051231347256658,-0.6879853551504714
return.v.07,200,800,0.2490613266583229,0.961,0.9480649999999999,0.965,0.9533916666666666,0.973,0.9640449999999999,0.9749,0.9665751666666667,100000,8,return,v,26969,10774,0.410231058243714,-0.3869714626579227
revert.v.01,200,800,0.2490613266583229,0.747,0.6630883333333333,0.721,0.6284649999999999,0.7015,0.6024975,0.669,0.5592183333333334,100000,8,return,v,2331,332,0.0354573249570283,-1.450294032418805
correct.a.01,200,1200,0.16597164303586323,0.979,0.9748209999999999,0.9725,0.9670275,0.962,0.954438,0.9281,0.9137919,100000,8,right,a,13640,6943,0.1720853361593682,-0.7642561354620809
correct.s.02,200,1200,0.16597164303586323,0.807,0.7685930000000001,0.789,0.7470110000000001,0.76625,0.71973375,0.7458,0.6952142,100000,8,right,a,21043,3124,0.2654832645748962,-0.5759628505970202
right.a.01,200,1200,0.16597164303586323,0.727,0.672673,0.6995,0.6397005,0.676,0.6115240000000001,0.6293,0.5555306999999999,100000,8,right,a,29832,21401,0.3763672836001665,-0.4243881354292903
right.a.04,200,1200,0.16597164303586323,0.895,0.874105,0.8695,0.8435305000000001,0.83525,0.8024647500000001,0.7901,0.7483299,100000,8,right,a,5007,782,0.0631694485447182,-1.1994929143836321
right.a.07,200,1200,0.16597164303586323,0.777,0.732623,0.7635,0.7164364999999999,0.71925,0.66338075,0.678,0.6139220000000001,100000,8,right,a,2527,2149,0.0318812056066512,-1.4964652638626275
right.s.11,200,1200,0.16597164303586323,0.905,0.8860950000000001,0.8925,0.8711074999999999,0.873,0.847727,0.8242,0.7892158,100000,8,right,a,1970,303,0.0248539671725773,-1.6046042796209494
right.n.01,200,1000,0.1991991991991992,0.885,0.85639375,0.8705,0.8382868750000001,0.854,0.8176825000000001,0.8276,0.7847155000000001,100000,8,right,n,74679,72110,0.821361401656383,-0.08546570986014981
right.n.02,200,1000,0.1991991991991992,0.832,0.7902100000000001,0.8055,0.7571181250000001,0.77175,0.7149728125000002,0.727,0.6590912500000001,100000,8,right,n,10265,9512,0.1129002100724805,-0.9473052499861553
right.n.04,200,1000,0.1991991991991992,0.896,0.8701300000000002,0.888,0.8601400000000001,0.87,0.8376625000000001,0.847,0.80894125,100000,8,right,n,1441,1233,0.0158489237909833,-1.8000002228787788
right.n.05,200,1000,0.1991991991991992,0.85,0.8126875000000001,0.8385,0.798326875,0.83,0.7877125,0.7556,0.6948055000000001,100000,8,right,n,381,257,0.0041904510509123,-2.3777392280171497
right.n.07,200,1000,0.1991991991991992,0.896,0.8701300000000002,0.882,0.8526475000000001,0.86975,0.8373503125,0.8002,0.75049975,100000,8,right,n,3993,1711,0.0439172468406638,-1.357364893498429
justly.r.02,200,800,0.2490613266583229,0.821,0.7616316666666666,0.801,0.7349983333333334,0.74075,0.6547654166666667,0.6479,0.5311201666666667,100000,8,right,r,1498,353,0.0355904015205512,-1.4486671123845747
properly.r.01,200,800,0.2490613266583229,0.972,0.9627133333333333,0.974,0.9653766666666667,0.962,0.9493966666666667,0.9317,0.9090471666666666,100000,8,right,r,1509,441,0.0358517462580185,-1.4454896859724329
right.r.02,200,800,0.2490613266583229,0.791,0.7216816666666667,0.765,0.6870583333333333,0.745,0.660425,0.6951,0.5939748333333333,100000,8,right,r,18829,12356,0.4473509147065811,-0.3493516703099181
right.r.04,200,800,0.2490613266583229,0.886,0.84819,0.8805,0.8408658333333333,0.87275,0.8305454166666667,0.8512,0.8018479999999999,100000,8,right,r,5011,2875,0.1190544072226182,-0.9242545230055457
like.a.02,200,800,0.2490613266583229,0.68,0.5738666666666667,0.645,0.5272583333333334,0.609,0.4793183333333333,0.5339,0.3793101666666667,100000,8,same,a,4301,769,0.0451747752289723,-1.3451039996316652
same.a.01,200,800,0.2490613266583229,0.582,0.4433633333333333,0.5565,0.4094058333333333,0.52975,0.3737837500000001,0.478,0.30487,100000,8,same,a,76132,48080,0.7996386858247206,-0.09710620325603718
same.a.02,200,800,0.2490613266583229,0.701,0.6018316666666667,0.6565,0.5425724999999999,0.608,0.4779866666666666,0.531,0.37544833333333333,100000,8,same,a,12794,649,0.1343794639105957,-0.871667095804213
same.s.04,200,800,0.2490613266583229,0.959,0.9454016666666666,0.94,0.9200999999999999,0.934,0.9121100000000001,0.899,0.8655016666666667,100000,8,same,a,1981,327,0.0208070750357112,-1.6817889666472112
second.n.01,200,400,0.49874686716791977,0.971,0.942145,0.964,0.92818,0.96525,0.9306737500000002,0.9521,0.9044395,100000,8,second,n,18771,17992,0.8845066440486288,-0.05329890050121149
second.n.05,200,400,0.49874686716791977,0.969,0.9381550000000001,0.958,0.9162100000000001,0.96325,0.9266837500000003,0.9642,0.928579,100000,8,second,n,2090,1907,0.0984827066252002,-1.0066400240873414
see.v.01,200,1600,0.12445278298936835,0.364,0.27359714285714287,0.3455,0.25246749999999996,0.32225,0.22591267857142855,0.2714,0.16783471428571425,100000,8,see,v,56764,25172,0.5906456479891785,-0.22867299166874483
see.v.05,200,1600,0.12445278298936835,0.599,0.5420007142857143,0.566,0.5043099999999999,0.535,0.4689035714285715,0.4838,0.4104258571428572,100000,8,see,v,3554,2774,0.0369803860361063,-1.4320285595782596
see.v.10,200,1600,0.12445278298936835,0.618,0.5637014285714286,0.5995,0.5425717857142858,0.57375,0.5131616071428571,0.5381,0.4724442142857143,100000,8,see,v,516,266,0.0053691275167785,-2.2700962814203325
see.v.11,200,1600,0.12445278298936835,0.581,0.5214421428571429,0.541,0.47575642857142864,0.48875,0.4160794642857143,0.404,0.3192828571428572,100000,8,see,v,728,461,0.0075750481244472,-2.1206146037345057
understand.v.02,200,1600,0.12445278298936835,0.6,0.5431428571428571,0.5415,0.47632749999999996,0.50825,0.43835124999999997,0.4551,0.37764635714285716,100000,8,see,v,12032,4505,0.1251963997710837,-0.9024081597999747
visualize.v.01,200,1600,0.12445278298936835,0.643,0.592255,0.643,0.592255,0.6215,0.5676989285714287,0.599,0.5420007142857143,100000,8,see,v,1050,450,0.0109255501794911,-1.9615566839776069
watch.v.03,200,1600,0.12445278298936835,0.562,0.4997414285714286,0.5495,0.48546464285714286,0.52675,0.45948089285714294,0.4751,0.4004892142857143,100000,8,see,v,1637,946,0.017033452994121,-1.7686973036356008
witness.v.02,200,1600,0.12445278298936835,0.67,0.6230928571428572,0.657,0.608245,0.6285,0.5756939285714285,0.546,0.4814671428571429,100000,8,see,v,11672,5355,0.121450496852401,-0.9156007041621467
set.n.01,200,1400,0.14224446032880628,0.605,0.5394958333333333,0.5815,0.51209875,0.556,0.48237,0.4828,0.39703099999999997,100000,8,set,n,50614,43296,0.6698872359574355,-0.17399829718436427
set.n.02,200,1400,0.14224446032880628,0.859,0.8356175,0.8485,0.82337625,0.843,0.8169641666666666,0.8399,0.8133500833333331,100000,8,set,n,15377,11603,0.2035179204828207,-0.6913973435682857
set.n.03,200,1400,0.14224446032880628,0.799,0.7656675,0.775,0.7376874999999999,0.74325,0.7006722916666667,0.6992,0.6493173333333334,100000,8,set,n,929,431,0.0122955159087299,-1.9102532439391806
set.n.07,200,1400,0.14224446032880628,0.699,0.6490841666666665,0.6655,0.61002875,0.64875,0.5905010416666666,0.6014,0.5352988333333334,100000,8,set,n,3207,1667,0.042445338556832,-1.3721699980043804
set.n.08,200,1400,0.14224446032880628,0.91,0.895075,0.893,0.8752558333333333,0.8895,0.8711754166666666,0.8818,0.8621984999999999,100000,8,set,n,633,548,0.0083778918947535,-2.076865247915469
set.n.13,200,1400,0.14224446032880628,0.776,0.7388533333333334,0.7565,0.7161195833333333,0.737,0.6933858333333333,0.7229,0.6769475833333333,100000,8,set,n,1475,1195,0.0195219439885647,-1.7094769376186405
stage_set.n.01,200,1400,0.14224446032880628,0.713,0.6654058333333331,0.7115,0.6636570833333334,0.7145,0.6671545833333332,0.6765,0.6228529166666665,100000,8,set,n,2315,1829,0.0306395256498491,-1.513717962578849
determine.v.03,200,1200,0.16597164303586323,0.865,0.838135,0.8445,0.8135555,0.826,0.7913739999999999,0.7718,0.7263882,100000,8,set,v,17934,3004,0.2076728001204303,-0.6826203813231478
put.v.01,200,1200,0.16597164303586323,0.502,0.40289800000000003,0.459,0.35134099999999996,0.42225,0.30727775,0.3589,0.23132109999999997,100000,8,set,v,18504,3566,0.2142733073172991,-0.6690319269835092
set.v.04,200,1200,0.16597164303586323,0.733,0.679867,0.7025,0.6432975000000001,0.6855,0.6229145,0.6315,0.5581685,100000,8,set,v,1766,1103,0.0204499924731058,-1.689306847504523
set.v.05,200,1200,0.16597164303586323,0.398,0.278202,0.3645,0.23803549999999998,0.3495,0.22005049999999995,0.309,0.17149099999999998,100000,8,set,v,16395,4531,0.1898514306888845,-0.7215861257406881
set.v.08,200,1200,0.16597164303586323,0.677,0.612723,0.6645,0.5977355,0.63775,0.56566225,0.5922,0.5110477999999999,100000,8,set,v,19738,4744,0.2285628264066607,-0.6409944021089206
set.v.09,200,1200,0.16597164303586323,0.893,0.871707,0.8875,0.8651125,0.88025,0.8564197499999999,0.804,0.764996,100000,8,set,v,3648,487,0.0422432460599603,-1.3742427170896945
state.n.01,200,600,0.332220367278798,0.824,0.73644,0.809,0.7139775,0.78325,0.675416875,0.7337,0.60121575,100000,8,state,n,32621,22132,0.3536880224653316,-0.4513796471835254
state.n.02,200,600,0.332220367278798,0.898,0.847255,0.8845,0.8270387499999999,0.879,0.8188025,0.865,0.7978375,100000,8,state,n,45691,44598,0.495397426028125,-0.3050462542392532
state.n.04,200,600,0.332220367278798,0.799,0.6990025000000001,0.783,0.6750425,0.766,0.649585,0.7275,0.59193125,100000,8,state,n,9975,2642,0.1081523565829276,-0.9659640130736064
bowed_stringed_instrument.n.01,200,1200,0.16597164303586323,0.793,0.751807,0.773,0.727827,0.73925,0.68736075,0.7067,0.6483333,100000,8,string,n,691,511,0.0097229453066737,-2.0122021572262843
string.n.01,200,1200,0.16597164303586323,0.577,0.49282299999999996,0.549,0.4592510000000001,0.53725,0.44516275,0.4235,0.3087765,100000,8,string,n,8300,2749,0.1167879103406548,-0.9326021122244046
string.n.03,200,1200,0.16597164303586323,0.723,0.6678769999999999,0.7065,0.6480935,0.675,0.610325,0.6208,0.5453392,100000,8,string,n,1631,744,0.0229495279235672,-1.6392262435602032
string.n.04,200,1200,0.16597164303586323,0.704,0.645096,0.653,0.583947,0.63675,0.5644632500000001,0.6112,0.5338288,100000,8,string,n,2988,976,0.0420436477226357,-1.3762996114571178
string.n.05,200,1200,0.16597164303586323,0.718,0.661882,0.705,0.646295,0.688,0.6259119999999999,0.6539,0.5850261000000001,100000,8,string,n,54441,49554,0.7660301960066978,-0.11575411065380266
string.n.08,200,1200,0.16597164303586323,0.884,0.860916,0.874,0.848926,0.87025,0.84442975,0.8677,0.8413723000000001,100000,8,string,n,1655,1317,0.0232872279052751,-1.6328822064887418
report.n.01,200,600,0.332220367278798,0.809,0.7139775,0.802,0.7034950000000001,0.78325,0.675416875,0.7489,0.62397775,100000,8,study,n,3767,747,0.0387073571722153,-1.412206480055514
study.n.02,200,600,0.332220367278798,0.928,0.8921800000000001,0.924,0.88619,0.92025,0.880574375,0.9174,0.8763065,100000,8,study,n,2420,1035,0.0248664200575421,-1.60438673427835
survey.n.01,200,600,0.332220367278798,0.778,0.667555,0.7605,0.6413487499999999,0.74175,0.6132706250000001,0.6901,0.5359247500000001,100000,8,study,n,90192,77528,0.9267570900123304,-0.03303408278266805
analyze.v.01,200,400,0.49874686716791977,0.913,0.8264350000000001,0.9145,0.8294275000000001,0.90575,0.8119712500000003,0.8872,0.7749640000000001,100000,8,study,v,44141,39000,0.8513375378502961,-0.06989821692851467
study.v.02,200,400,0.49874686716791977,0.942,0.88429,0.9345,0.8693275000000001,0.934,0.8683300000000002,0.9083,0.8170585000000001,100000,8,study,v,5884,2955,0.1134833844432872,-0.9450677206103592
arrangement.n.03,200,1000,0.1991991991991992,0.945,0.9313187500000001,0.9345,0.9182068750000001,0.926,0.9075925000000001,0.91,0.8876125000000001,100000,8,system,n,1910,422,0.0199354966652402,-1.7003729400223426
system.n.01,200,1000,0.1991991991991992,0.759,0.6990512500000001,0.748,0.685315,0.7115,0.639735625,0.647,0.55919125,100000,8,system,n,64757,54003,0.6758968364141156,-0.17011958629967586
system.n.02,200,1000,0.1991991991991992,0.731,0.6640862500000001,0.7055,0.632243125,0.657,0.5716787500000001,0.5428,0.42907149999999994,100000,8,system,n,4969,582,0.0518636036280516,-1.2851373105245374
system.n.03,200,1000,0.1991991991991992,0.789,0.7365137500000002,0.7775,0.7221531250000001,0.76075,0.7012365625,0.7125,0.6409843750000002,100000,8,system,n,14446,11269,0.1507791543591938,-0.8216586967457971
system.n.06,200,1000,0.1991991991991992,0.927,0.90884125,0.919,0.89885125,0.91225,0.8904221875,0.8995,0.8745006249999999,100000,8,system,n,6502,3992,0.0678641881242889,-1.1683593421099623
board.n.04,200,600,0.332220367278798,0.843,0.7648925,0.809,0.7139775,0.77725,0.666431875,0.6905,0.53652375,100000,8,table,n,877,287,0.0107484710698221,-1.9686533081356716
table.n.01,200,600,0.332220367278798,0.841,0.7618975,0.8485,0.77312875,0.84925,0.7742518749999999,0.845,0.7678875,100000,8,table,n,65155,64398,0.7985366391724781,-0.09770515238038309
table.n.02,200,600,0.332220367278798,0.742,0.613645,0.7175,0.5769562500000001,0.69425,0.5421393750000001,0.6533,0.48081674999999996,100000,8,table,n,14987,12847,0.1836799725466645,-0.7359381941930145
postpone.v.01,200,400,0.49874686716791977,0.983,0.9660850000000001,0.98,0.9601000000000001,0.9825,0.9650875000000002,0.9736,0.9473320000000002,100000,8,table,v,308,276,0.5703703703703704,-0.2438430433225242
table.v.02,200,400,0.49874686716791977,0.967,0.934165,0.967,0.934165,0.965,0.9301750000000001,0.9569,0.9140155000000001,100000,8,table,v,232,216,0.4296296296296296,-0.3669057749320689
examination.n.02,200,800,0.2490613266583229,0.673,0.5645450000000001,0.6645,0.5532258333333333,0.6355,0.5146074999999999,0.5612,0.4156646666666667,100000,8,test,n,1740,294,0.0201416863453257,-1.6959041713290672
test.n.02,200,800,0.2490613266583229,0.812,0.7496466666666667,0.7805,0.7076991666666667,0.7485,0.6650858333333334,0.6552,0.5408413333333333,100000,8,test,n,8184,1789,0.0947353799138769,-1.0234877989075626
test.n.05,200,800,0.2490613266583229,0.81,0.7469833333333334,0.805,0.740325,0.7805,0.7076991666666667,0.7506,0.6678823333333334,100000,8,test,n,10085,479,0.1167407510302356,-0.9327775170628823
trial.n.02,200,800,0.2490613266583229,0.719,0.6258016666666666,0.669,0.5592183333333334,0.61775,0.4909704166666667,0.5356,0.3815739999999999,100000,8,test,n,66220,10370,0.766541649303144,-0.11546424319561659
screen.v.01,200,400,0.49874686716791977,0.84,0.6808000000000001,0.823,0.646885,0.806,0.6129700000000002,0.7709,0.5429455000000002,100000,8,test,v,5043,3102,0.1013077803893208,-0.994357199749357
test.v.01,200,400,0.49874686716791977,0.843,0.6867850000000001,0.8295,0.6598525000000002,0.806,0.6129700000000002,0.7561,0.5134195,100000,8,test,v,43445,37844,0.8727575885413528,-0.05910636634958141
text.n.01,200,400,0.49874686716791977,0.921,0.8423950000000002,0.9,0.8005000000000001,0.86025,0.72119875,0.8272,0.6552640000000002,100000,8,text,n,52086,44283,0.976966650410774,-0.010120261040465215
textbook.n.01,200,400,0.49874686716791977,0.911,0.8224450000000002,0.8965,0.7935175,0.881,0.7625950000000001,0.8529,0.7065355000000001,100000,8,text,n,591,246,0.0110852684097985,-1.9552537867639168
then.r.01,200,600,0.332220367278798,0.81,0.7154750000000001,0.792,0.68852,0.76975,0.6552006250000001,0.7276,0.5920810000000001,100000,8,then,r,54322,47829,0.5977924750470447,-0.22344955611860814
then.r.02,200,600,0.332220367278798,0.829,0.7439275,0.829,0.7439275,0.8225,0.73419375,0.8172,0.726257,100000,8,then,r,29263,25916,0.3220279297025453,-0.49210646001326186
then.r.03,200,600,0.332220367278798,0.876,0.81431,0.866,0.799335,0.85625,0.784734375,0.8258,0.7391355,100000,8,then,r,7286,5623,0.0801795952504099,-1.0959361404147216
there.r.01,200,400,0.49874686716791977,0.851,0.7027450000000001,0.838,0.67681,0.8165,0.6339175000000001,0.7116,0.4246420000000001,100000,8,there,r,92329,86035,0.9532703525889216,-0.020783913646526066
there.r.02,200,400,0.49874686716791977,0.901,0.8024950000000002,0.88,0.7606,0.8595,0.7197025000000001,0.8142,0.6293290000000001,100000,8,there,r,3918,1442,0.0404522223943007,-1.393057613802804
through.r.01,200,400,0.49874686716791977,0.948,0.8962600000000001,0.951,0.902245,0.93875,0.87780625,0.9164,0.8332180000000001,100000,8,through,r,1769,249,0.4116825692343495,-0.38543752077418014
through.r.03,200,400,0.49874686716791977,0.961,0.922195,0.952,0.90424,0.94025,0.8807987500000002,0.9251,0.8505745000000001,100000,8,through,r,1166,276,0.2713521061205492,-0.5664668032609079
clock_time.n.01,200,1400,0.14224446032880628,0.844,0.8181299999999998,0.8155,0.7849037499999999,0.79425,0.7601297916666666,0.7429,0.7002642499999999,100000,8,time,n,1889,1061,0.019706232135033,-1.7053964056237247
time.n.01,200,1400,0.14224446032880628,0.9,0.8834166666666666,0.877,0.8566025,0.82775,0.7991852083333333,0.7755,0.7382704166666665,100000,8,time,n,36647,25103,0.3823050762586326,-0.4175899353671177
time.n.02,200,1400,0.14224446032880628,0.704,0.6549133333333333,0.675,0.6211041666666668,0.66125,0.6050739583333332,0.5989,0.53238425,100000,8,time,n,36857,26093,0.3844958167289115,-0.41510838091179114
time.n.03,200,1400,0.14224446032880628,0.916,0.9020699999999999,0.879,0.8589341666666667,0.84225,0.8160897916666666,0.7204,0.674033,100000,8,time,n,9817,3647,0.1024119009368023,-0.9896495725509734
time.n.04,200,1400,0.14224446032880628,0.896,0.8787533333333333,0.8615,0.8385320833333333,0.844,0.8181299999999998,0.8193,0.7893339166666666,100000,8,time,n,3406,1672,0.0355317240084291,-1.449383719918975
time.n.05,200,1400,0.14224446032880628,0.767,0.7283608333333332,0.747,0.7050441666666666,0.71775,0.6709435416666666,0.6739,0.61982175,100000,8,time,n,5116,1784,0.0533706106949863,-1.2726978277389407
time.n.06,200,1400,0.14224446032880628,0.976,0.97202,0.9715,0.96677375,0.97225,0.9676481249999999,0.9764,0.9724863333333332,100000,8,time,n,627,247,0.0065409251184043,-2.184360822714841
character.n.05,200,800,0.2490613266583229,0.942,0.9227633333333333,0.9325,0.9101125,0.93275,0.9104454166666667,0.9228,0.8971953333333332,100000,8,type,n,454,312,0.0055394902204814,-2.2565302000041827
type.n.01,200,800,0.2490613266583229,0.728,0.6377866666666666,0.707,0.6098216666666666,0.6775,0.5705375,0.6087,0.47891883333333335,100000,8,type,n,75123,68353,0.9166148102053516,-0.03781312992071361
type.n.04,200,800,0.2490613266583229,0.618,0.4913033333333333,0.6015,0.46933083333333336,0.5695,0.42671749999999997,0.4981,0.3316365,100000,8,type,n,3204,1366,0.0390936710714154,-1.407893545449082
type.n.05,200,800,0.2490613266583229,0.79,0.72035,0.7695,0.6930508333333333,0.7615,0.6823974999999999,0.7354,0.647641,100000,8,type,n,3000,465,0.0366045609282916,-1.4364647981416192
type.v.01,200,400,0.49874686716791977,0.911,0.8224450000000002,0.917,0.8344150000000001,0.8955,0.7915225,0.8797,0.7600015000000002,100000,8,type,v,5744,5589,0.5649095200629426,-0.2480211063117078
type.v.02,200,400,0.49874686716791977,0.948,0.8962600000000001,0.9425,0.8852875000000001,0.921,0.8423950000000002,0.8789,0.7584055000000002,100000,8,type,v,4424,4199,0.4350904799370574,-0.36142041924930995
